geonameid,name,latitude,longitude,admin1_code,admin2_code,population,timezone,city_id,pop_category
4046255,Bay Minette,30.88296,-87.77305,AL,003,9118,America/Chicago,4046255,medium
4046274,Edna,28.97859,-96.64609,TX,239,5792,America/Chicago,4046274,medium
4046332,Henderson,32.15322,-94.79938,TX,401,13529,America/Chicago,4046332,medium
4046704,Fort Hunt,38.73289,-77.05803,VA,059,16045,America/New_York,4046704,medium
4047906,Trinity,28.18085,-82.68177,FL,101,10907,America/New_York,4047906,medium
4047914,Villas,26.55035,-81.8687,FL,071,11569,America/New_York,4047914,medium
4048023,Bessemer,33.40178,-86.95444,AL,073,26730,America/Chicago,4048023,large
4048662,Paducah,37.08339,-88.60005,KY,145,24864,America/Chicago,4048662,medium
4048888,Red Chute,32.55598,-93.61323,LA,015,6261,America/Chicago,4048888,medium
4049032,Jessup,39.14927,-76.77525,MD,003,7137,America/New_York,4049032,medium
4049979,Birmingham,33.52066,-86.80249,AL,073,196357,America/Chicago,4049979,major
4050006,Delhi Hills,39.09284,-84.61272,OH,061,5259,America/New_York,4050006,medium
4050118,Turpin Hills,39.11006,-84.37994,OH,061,5099,America/New_York,4050118,medium
4050356,Lugoff,34.22737,-80.68925,SC,055,7434,America/New_York,4050356,medium
4050552,Cordova,35.15565,-89.7762,TN,157,68779,America/Chicago,4050552,large
4050880,Buda,30.08521,-97.84028,TX,209,13705,America/Chicago,4050880,medium
4051059,Boaz,34.20065,-86.16637,AL,095,9688,America/Chicago,4051059,medium
4051714,Brewton,31.10518,-87.07219,AL,053,5434,America/Chicago,4051714,medium
4051894,Brook Highland,33.43566,-86.67388,AL,117,6746,America/Chicago,4051894,medium
4052964,Cahaba Heights,33.464,-86.73193,AL,073,5287,America/Chicago,4052964,medium
4053050,Calera,33.1029,-86.7536,AL,117,13213,America/Chicago,4053050,medium
4054378,Center Point,33.64566,-86.6836,AL,073,16655,America/Chicago,4054378,medium
4054852,Chelsea,33.34011,-86.63026,AL,117,12059,America/Chicago,4054852,medium
4054996,Chickasaw,30.7638,-88.07472,AL,097,5954,America/Chicago,4054996,medium
4055045,Childersburg,33.27817,-86.35498,AL,121,5046,America/Chicago,4055045,medium
4055577,Clanton,32.83874,-86.62943,AL,021,8844,America/Chicago,4055577,medium
4055650,Clay,33.7026,-86.59971,AL,073,9655,America/Chicago,4055650,medium
4057835,Cullman,34.17482,-86.84361,AL,043,15350,America/Chicago,4057835,medium
4058061,Daleville,31.31017,-85.71299,AL,045,5141,America/Chicago,4058061,medium
4058198,Danville,34.41454,-87.08751,AL,103,6242,America/Chicago,4058198,medium
4058219,Daphne,30.60353,-87.9036,AL,003,24896,America/Chicago,4058219,medium
4058553,Decatur,34.60593,-86.98334,AL,103,55437,America/Chicago,4058553,large
4058662,Demopolis,32.51764,-87.8364,AL,091,7148,America/Chicago,4058662,medium
4059102,Dothan,31.22323,-85.39049,AL,069,68567,America/Chicago,4059102,large
4059870,East Florence,34.80953,-87.64947,AL,077,35733,America/Chicago,4059870,large
4060791,Enterprise,31.31517,-85.85522,AL,031,27978,America/Chicago,4060791,large
4060954,Eufaula,31.89127,-85.14549,AL,005,12596,America/Chicago,4060954,medium
4061206,Fairfield,33.48594,-86.91194,AL,073,10907,America/Chicago,4061206,medium
4061234,Fairhope,30.52297,-87.90333,AL,003,18730,America/Chicago,4061234,medium
4062577,Florence,34.79981,-87.67725,AL,077,40026,America/Chicago,4062577,large
4062644,Foley,30.40659,-87.6836,AL,003,17218,America/Chicago,4062644,medium
4062774,Forestdale,33.57011,-86.89638,AL,073,10162,America/Chicago,4062774,medium
4062861,Fort Payne,34.44425,-85.71969,AL,049,14150,America/Chicago,4062861,medium
4063570,Fultondale,33.60483,-86.79388,AL,073,9048,America/Chicago,4063570,medium
4063619,Gadsden,34.01434,-86.00639,AL,055,36084,America/Chicago,4063619,large
4063765,Gardendale,33.6601,-86.81277,AL,073,13711,America/Chicago,4063765,medium
4064310,Glencoe,33.95704,-85.93247,AL,055,5153,America/Chicago,4064310,medium
4065029,Grayson Valley,33.64816,-86.63943,AL,073,5736,America/Chicago,4065029,medium
4065302,Greenville,31.8296,-86.61775,AL,013,7845,America/Chicago,4065302,medium
4065552,Gulf Shores,30.24604,-87.70082,AL,003,11131,America/Chicago,4065552,medium
4065649,Guntersville,34.35823,-86.29446,AL,095,8385,America/Chicago,4065649,medium
4065965,Hamilton,34.14232,-87.98864,AL,093,6772,America/Chicago,4065965,medium
4066449,Hartselle,34.44343,-86.93528,AL,103,14493,America/Chicago,4066449,medium
4066463,Harvest,34.85564,-86.75083,AL,089,5281,America/Chicago,4066463,medium
4066811,Helena,33.29622,-86.8436,AL,117,18264,America/Chicago,4066811,medium
4067927,Homewood,33.47177,-86.80082,AL,073,25708,America/Chicago,4067927,large
4067994,Hoover,33.40539,-86.81138,AL,073,84848,America/Chicago,4067994,large
4068446,Hueytown,33.45122,-86.99666,AL,073,15710,America/Chicago,4068446,medium
4068590,Huntsville,34.7304,-86.58594,AL,089,215006,America/Chicago,4068590,major
4069243,Irondale,33.53816,-86.70721,AL,073,12423,America/Chicago,4069243,medium
4069553,Jacksonville,33.81382,-85.7613,AL,015,12222,America/Chicago,4069553,medium
4069659,Jasper,33.83122,-87.27751,AL,127,14071,America/Chicago,4069659,medium
4071488,Lake Purdy,33.43011,-86.68054,AL,117,7857,America/Chicago,4071488,medium
4071763,Lanett,32.86874,-85.1905,AL,017,6452,America/Kentucky/Louisville,4071763,medium
4072130,Leeds,33.54816,-86.54443,AL,073,11936,America/Chicago,4072130,medium
4072767,Lincoln,33.61316,-86.11831,AL,121,6524,America/Chicago,4072767,medium
4074267,Madison,34.69926,-86.74833,AL,089,46962,America/Chicago,4074267,large
4075692,Meadowbrook,33.40205,-86.69665,AL,117,8769,America/Chicago,4075692,medium
4075854,Meridianville,34.85148,-86.57222,AL,089,6021,America/Chicago,4075854,medium
4075977,Midfield,33.4615,-86.90888,AL,073,5222,America/Chicago,4075977,medium
4076239,Millbrook,32.47986,-86.36192,AL,051,15314,America/Chicago,4076239,medium
4076598,Mobile,30.69436,-88.04305,AL,097,183289,America/Chicago,4076598,major
4076725,Monroeville,31.52794,-87.32471,AL,099,6110,America/Chicago,4076725,medium
4076771,Montevallo,33.10067,-86.86416,AL,117,6648,America/Chicago,4076771,medium
4076784,Montgomery,32.36681,-86.29997,AL,101,195287,America/Chicago,4076784,major
4076842,Moody,33.59094,-86.49082,AL,115,12593,America/Chicago,4076842,medium
4076982,Moores Mill,34.84398,-86.51832,AL,089,5682,America/Chicago,4076982,medium
4078646,Mountain Brook,33.50094,-86.75221,AL,073,20691,America/Chicago,4078646,medium
4078964,Muscle Shoals,34.74481,-87.66753,AL,033,13706,America/Chicago,4078964,medium
4080555,Northport,33.22901,-87.57723,AL,125,24772,America/Chicago,4080555,medium
4081644,Opelika,32.64541,-85.37828,AL,081,29527,America/Chicago,4081644,large
4081671,Oneonta,33.94815,-86.47276,AL,009,6615,America/Chicago,4081671,medium
4081683,Opp,31.28267,-86.25551,AL,039,6658,America/Chicago,4081683,medium
4081696,Orange Beach,30.29437,-87.57359,AL,003,5850,America/Chicago,4081696,medium
4081914,Oxford,33.61427,-85.83496,AL,015,21249,America/Chicago,4081914,medium
4081936,Ozark,31.45906,-85.64049,AL,045,14719,America/Chicago,4081936,medium
4082569,Pelham,33.28567,-86.80999,AL,117,22885,America/Chicago,4082569,medium
4082589,Pell City,33.58621,-86.28609,AL,115,13646,America/Chicago,4082589,medium
4082866,Phenix City,32.47098,-85.00077,AL,113,37570,America/New_York,4082866,large
4083073,Pike Road,32.28431,-86.10302,AL,101,8274,America/Chicago,4083073,medium
4083697,Pinson,33.68899,-86.68332,AL,073,7438,America/Chicago,4083697,medium
4083846,Pleasant Grove,33.49094,-86.97027,AL,073,10260,America/Chicago,4083846,medium
4084796,Prattville,32.46402,-86.4597,AL,001,35420,America/Chicago,4084796,large
4084888,Prichard,30.7388,-88.07889,AL,097,22351,America/Chicago,4084888,medium
4085336,Rainbow City,33.95482,-86.04192,AL,055,9580,America/Chicago,4085336,medium
4085373,Rainsville,34.49425,-85.84775,AL,049,5031,America/Chicago,4085373,medium
4086285,Roanoke,33.15123,-85.37217,AL,111,6005,America/Chicago,4086285,medium
4086363,Robertsdale,30.5538,-87.71193,AL,003,5894,America/Chicago,4086363,medium
4087313,Russellville,34.50787,-87.72864,AL,059,9847,America/Chicago,4087313,medium
4088146,Saks,33.69871,-85.83969,AL,015,10744,America/Chicago,4088146,medium
4088628,Saraland,30.82074,-88.07056,AL,097,13906,America/Chicago,4088628,medium
4088737,Satsuma,30.85324,-88.05611,AL,097,6182,America/Chicago,4088737,medium
4088916,Scottsboro,34.67231,-86.03415,AL,071,14722,America/Chicago,4088916,medium
4089114,Selma,32.40736,-87.0211,AL,047,19519,America/Chicago,4089114,medium
4089536,Sheffield,34.76509,-87.69864,AL,033,9108,America/Chicago,4089536,medium
4090684,Smiths Station,32.54014,-85.09855,AL,081,5300,America/Kentucky/Louisville,4090684,medium
4091058,Southside,33.92454,-86.02247,AL,055,8572,America/Chicago,4091058,medium
4091136,Spanish Fort,30.67491,-87.91527,AL,003,8065,America/Chicago,4091136,medium
4092671,Sylacauga,33.17317,-86.25164,AL,121,12657,America/Chicago,4092671,medium
4092788,Talladega,33.43594,-86.1058,AL,121,15709,America/Chicago,4092788,medium
4092970,Tarrant,33.58344,-86.77277,AL,073,6210,America/Chicago,4092970,medium
4093399,Theodore,30.54769,-88.17528,AL,097,6130,America/Chicago,4093399,medium
4093753,Tillmans Corner,30.59019,-88.17084,AL,097,17398,America/Chicago,4093753,medium
4094163,Troy,31.80877,-85.96995,AL,109,18853,America/Chicago,4094163,medium
4094212,Trussville,33.61983,-86.60888,AL,073,21023,America/Chicago,4094212,medium
4094455,Tuscaloosa,33.20984,-87.56917,AL,125,111338,America/Chicago,4094455,major
4094484,Tuscumbia,34.7312,-87.70253,AL,033,8474,America/Chicago,4094484,medium
4094490,Tuskegee,32.42415,-85.69096,AL,087,8817,America/Chicago,4094490,medium
4095186,Valley,32.81874,-85.17939,AL,017,9464,America/Kentucky/Louisville,4095186,medium
4095415,Vestavia Hills,33.44872,-86.78777,AL,073,34174,America/Chicago,4095415,large
4097257,Wetumpka,32.54374,-86.21191,AL,051,7994,America/Chicago,4097257,medium
4099296,Alma,35.47787,-94.22188,AR,033,5575,America/Chicago,4099296,medium
4099647,Arkadelphia,34.12093,-93.05378,AR,019,10745,America/Chicago,4099647,medium
4100525,Batesville,35.7698,-91.64097,AR,063,10668,America/Chicago,4100525,medium
4100984,Beebe,35.07064,-91.87959,AR,145,8106,America/Chicago,4100984,medium
4101114,Bella Vista,36.4807,-94.27134,AR,007,27999,America/Chicago,4101114,large
4101241,Benton,34.56454,-92.58683,AR,125,34177,America/Chicago,4101241,large
4101260,Bentonville,36.37285,-94.20882,AR,007,44499,America/Chicago,4101260,large
4101309,Berryville,36.36479,-93.56797,AR,015,5371,America/Chicago,4101309,medium
4102412,Blytheville,35.9273,-89.91898,AR,093,14694,America/Chicago,4102412,medium
4103448,Bryant,34.59593,-92.48905,AR,125,19986,America/Chicago,4103448,medium
4103957,Cabot,34.97453,-92.01653,AR,085,25587,America/Chicago,4103957,large
4104182,Camden,33.58456,-92.83433,AR,103,11347,America/Chicago,4104182,medium
4105168,Centerton,36.3598,-94.28521,AR,007,12023,America/Chicago,4105168,medium
4105879,Clarksville,35.47147,-93.46657,AR,071,9433,America/Chicago,4105879,medium
4106458,Conway,35.0887,-92.4421,AR,045,64980,America/Chicago,4106458,large
4107198,Crossett,33.12818,-91.96124,AR,003,5220,America/Chicago,4107198,medium
4107802,De Queen,34.03789,-94.34132,AR,133,6707,America/Chicago,4107802,medium
4109452,East End,34.55065,-92.34099,AR,125,6998,America/Chicago,4109452,medium
4109785,El Dorado,33.20763,-92.66627,AR,139,18386,America/Chicago,4109785,medium
4110443,Farmington,36.04202,-94.24715,AR,143,6701,America/Chicago,4110443,medium
4110486,Fayetteville,36.06258,-94.15743,AR,143,82830,America/Chicago,4110486,large
4111382,Forrest City,35.00815,-90.78983,AR,123,14672,America/Chicago,4111382,medium
4111410,Fort Smith,35.38592,-94.39855,AR,131,88194,America/Chicago,4111410,large
4113067,Greenbrier,35.23397,-92.38765,AR,045,5296,America/Chicago,4113067,medium
4113143,Greenwood,35.21565,-94.25577,AR,131,9322,America/Chicago,4113143,medium
4113956,Harrison,36.22979,-93.10768,AR,009,13138,America/Chicago,4113956,medium
4114225,Heber Springs,35.49147,-92.03126,AR,023,7156,America/Chicago,4114225,medium
4114272,Helena,34.52955,-90.59177,AR,107,5548,America/Chicago,4114272,medium
4115181,Hope,33.66706,-93.59157,AR,057,9891,America/Chicago,4115181,medium
4115412,Hot Springs,34.5037,-93.05518,AR,051,35635,America/Chicago,4115412,large
4115429,Hot Springs Village,34.67204,-92.99879,AR,051,12807,America/Chicago,4115429,medium
4116315,Jacksonville,34.8662,-92.11015,AR,119,28643,America/Chicago,4116315,large
4116834,Jonesboro,35.8423,-90.70428,AR,031,73907,America/Chicago,4116834,large
4119403,Little Rock,34.74648,-92.28959,AR,119,202591,America/Chicago,4119403,major
4119972,Lowell,36.25535,-94.13076,AR,007,8549,America/Chicago,4119972,medium
4120323,Magnolia,33.26707,-93.23933,AR,027,11669,America/Chicago,4120323,medium
4120388,Malvern,34.36231,-92.81295,AR,059,10928,America/Chicago,4120388,medium
4120524,Marion,35.21453,-90.19648,AR,035,12292,America/Chicago,4120524,medium
4120792,Maumelle,34.86676,-92.40432,AR,119,17931,America/Chicago,4120792,medium
4121297,Mena,34.58622,-94.23966,AR,113,5653,America/Chicago,4121297,medium
4122015,Monticello,33.629,-91.79096,AR,043,9820,America/Chicago,4122015,medium
4122218,Morrilton,35.15092,-92.74405,AR,029,6738,America/Chicago,4122218,medium
4123037,Mountain Home,36.33534,-92.38516,AR,005,12330,America/Chicago,4123037,medium
4123830,Newport,35.6048,-91.2818,AR,067,7767,America/Chicago,4123830,medium
4124112,North Little Rock,34.76954,-92.26709,AR,119,66504,America/Chicago,4124112,large
4125027,Osceola,35.70508,-89.96953,AR,093,7233,America/Chicago,4125027,medium
4125388,Paragould,36.0584,-90.49733,AR,055,27900,America/Chicago,4125388,large
4125681,Pea Ridge,36.45396,-94.1152,AR,007,5242,America/Chicago,4125681,medium
4126226,Pine Bluff,34.22843,-92.0032,AR,069,44772,America/Chicago,4126226,large
4126923,Pocahontas,36.26146,-90.97123,AR,121,6438,America/Chicago,4126923,medium
4127359,Prairie Grove,35.97591,-94.31771,AR,143,5186,America/Chicago,4127359,medium
4128894,Rogers,36.33202,-94.11854,AR,007,63159,America/Chicago,4128894,large
4129397,Russellville,35.27842,-93.13379,AR,115,29166,America/Chicago,4129397,large
4130430,Searcy,35.25064,-91.73625,AR,145,24196,America/Chicago,4130430,medium
4131116,Siloam Springs,36.18814,-94.5405,AR,007,16081,America/Chicago,4131116,medium
4132093,Springdale,36.18674,-94.12881,AR,143,77859,America/Chicago,4132093,large
4132625,Stuttgart,34.50037,-91.55263,AR,001,9056,America/Chicago,4132625,medium
4133367,Texarkana,33.44179,-94.03769,AR,091,30353,America/Chicago,4133367,large
4133933,Trumann,35.67369,-90.50733,AR,111,7145,America/Chicago,4133933,medium
4134716,Van Buren,35.43676,-94.34827,AR,033,23081,America/Chicago,4134716,medium
4135349,Warren,33.61261,-92.06458,AR,011,5804,America/Chicago,4135349,medium
4135840,West Helena,34.55066,-90.64177,AR,107,7679,America/Chicago,4135840,medium
4135865,West Memphis,35.14648,-90.18454,AR,035,25052,America/Chicago,4135865,large
4136153,White Hall,34.27399,-92.09098,AR,069,5180,America/Chicago,4136153,medium
4137215,Wynne,35.22453,-90.78678,AR,037,8193,America/Chicago,4137215,medium
4137457,Adams Morgan,38.9215,-77.0422,DC,001,15830,America/New_York,4137457,medium
4138011,Chevy Chase,38.981,-77.083,DC,001,9545,America/New_York,4138011,medium
4140463,Shaw,38.91206,-77.02137,DC,001,17639,America/New_York,4140463,medium
4140963,Washington,38.89511,-77.03637,DC,001,689545,America/New_York,4140963,metro
4141363,Bear,39.62928,-75.65826,DE,003,19371,America/New_York,4141363,medium
4141674,Brookside,39.66706,-75.72688,DE,003,14353,America/New_York,4141674,medium
4141974,Claymont,39.80067,-75.45964,DE,003,8253,America/New_York,4141974,medium
4142290,Dover,39.15817,-75.52437,DE,001,39403,America/New_York,4142290,large
4142398,Edgemoor,39.75011,-75.49964,DE,003,5677,America/New_York,4142398,medium
4142424,Elsmere,39.73928,-75.59798,DE,003,6146,America/New_York,4142424,medium
4142643,Georgetown,38.69011,-75.38547,DE,005,7051,America/New_York,4142643,medium
4142683,Glasgow,39.60483,-75.74521,DE,003,14303,America/New_York,4142683,medium
4142969,Hockessin,39.78761,-75.6966,DE,003,13527,America/New_York,4142969,medium
4143637,Middletown,39.44956,-75.71632,DE,003,20372,America/New_York,4143637,medium
4143658,Milford,38.91261,-75.42797,DE,005,10252,America/New_York,4143658,medium
4143834,New Castle,39.65948,-75.56359,DE,003,5382,America/New_York,4143834,medium
4143861,Newark,39.68372,-75.74966,DE,003,33817,America/New_York,4143861,large
4143897,North Star,39.76122,-75.7191,DE,003,7980,America/New_York,4143897,medium
4144100,Pike Creek,39.73095,-75.7041,DE,003,7898,America/New_York,4144100,medium
4144101,Pike Creek Valley,39.73622,-75.69827,DE,003,11217,America/New_York,4144101,medium
4144600,Seaford,38.64123,-75.61104,DE,005,7586,America/New_York,4144600,medium
4144764,Smyrna,39.29983,-75.60465,DE,001,11319,America/New_York,4144764,medium
4145381,Wilmington,39.74595,-75.54659,DE,003,70898,America/New_York,4145381,large
4145395,Wilmington Manor,39.68678,-75.58437,DE,003,7889,America/New_York,4145395,medium
4145719,Alachua,29.75163,-82.42483,FL,001,9757,America/New_York,4145719,medium
4145805,Allapattah,25.81454,-80.22394,FL,086,54289,America/New_York,4145805,large
4145941,Altamonte Springs,28.66111,-81.36562,FL,117,43159,America/New_York,4145941,large
4146039,Andover,25.96843,-80.21283,FL,086,9877,America/New_York,4146039,medium
4146161,Apollo Beach,27.77308,-82.40759,FL,057,14055,America/New_York,4146161,medium
4146166,Apopka,28.67617,-81.51186,FL,095,48382,America/New_York,4146166,large
4146206,Arcadia,27.21588,-81.85842,FL,027,7851,America/New_York,4146206,medium
4146302,Asbury Lake,30.04913,-81.82149,FL,019,8700,America/New_York,4146302,medium
4146354,Atlantic Beach,30.33441,-81.3987,FL,031,13193,America/New_York,4146354,medium
4146389,Auburndale,28.0653,-81.78869,FL,105,15035,America/New_York,4146389,medium
4146429,Aventura,25.95648,-80.13921,FL,086,37649,America/New_York,4146429,large
4146440,Avon Park,27.59587,-81.50619,FL,055,10086,America/New_York,4146440,medium
4146464,Azalea Park,28.54111,-81.30062,FL,095,12556,America/New_York,4146464,medium
4146723,Bartow,27.89641,-81.84314,FL,105,18972,America/New_York,4146723,medium
4146823,Bay Harbor Islands,25.88759,-80.13116,FL,086,6036,America/New_York,4146823,medium
4146901,Bayonet Point,28.32667,-82.68343,FL,101,23467,America/New_York,4146901,medium
4146934,Bayshore Gardens,27.42532,-82.59038,FL,081,16323,America/New_York,4146934,medium
4146984,Beacon Square,28.20862,-82.75538,FL,101,7224,America/New_York,4146984,medium
4147145,Bee Ridge,27.28394,-82.48065,FL,115,9598,America/New_York,4147145,medium
4147241,Belle Glade,26.68451,-80.66756,FL,099,18251,America/New_York,4147241,medium
4147247,Belle Isle,28.45834,-81.35924,FL,095,6689,America/New_York,4147247,medium
4147290,Bellview,30.46159,-87.31497,FL,033,23355,America/Chicago,4147290,medium
4147581,Beverly Hills,28.91692,-82.45815,FL,017,8445,America/New_York,4147581,medium
4148012,Bithlo,28.55472,-81.10645,FL,095,8268,America/New_York,4148012,medium
4148207,Bloomingdale,27.89364,-82.24037,FL,057,22711,America/New_York,4148207,medium
4148399,Boca Del Mar,26.34508,-80.14671,FL,099,24244,America/New_York,4148399,medium
4148411,Boca Raton,26.35869,-80.0831,FL,099,93235,America/New_York,4148411,large
4148533,Bonita Springs,26.33981,-81.7787,FL,071,51704,America/New_York,4148533,large
4148674,Boyette,27.81753,-82.22259,FL,057,6518,America/New_York,4148674,medium
4148677,Boynton Beach,26.52535,-80.06643,FL,099,73966,America/New_York,4148677,large
4148708,Bradenton,27.49893,-82.57482,FL,081,54437,America/New_York,4148708,large
4148757,Brandon,27.9378,-82.28592,FL,057,103483,America/New_York,4148757,major
4148803,Brent,30.46881,-87.23608,FL,033,21804,America/Chicago,4148803,medium
4148944,Broadview Park,26.09953,-80.20866,FL,011,7125,America/New_York,4148944,medium
4148986,Brooksville,28.55554,-82.38991,FL,053,7854,America/New_York,4148986,medium
4149077,Brownsville,25.82176,-80.24116,FL,086,15313,America/New_York,4149077,medium
4149269,Buenaventura Lakes,28.33584,-81.35313,FL,097,26079,America/New_York,4149269,large
4149635,Callaway,30.15298,-85.56993,FL,005,14405,America/Chicago,4149635,medium
4149956,Cantonment,30.60853,-87.33998,FL,033,26493,America/Chicago,4149956,large
4149959,Cape Canaveral,28.40584,-80.60477,FL,009,9912,America/New_York,4149959,medium
4149962,Cape Coral,26.56285,-81.94953,FL,071,175229,America/New_York,4149962,major
4150066,Carol City,25.94065,-80.2456,FL,086,63031,America/New_York,4150066,large
4150115,Carrollwood,28.05002,-82.49287,FL,057,33365,America/New_York,4150115,large
4150118,Carrollwood Village,28.06752,-82.52093,FL,057,40949,America/New_York,4150118,large
4150190,Casselberry,28.67778,-81.32785,FL,117,27056,America/New_York,4150190,large
4150394,Celebration,28.32529,-81.53313,FL,097,7427,America/New_York,4150394,medium
4150727,Cheval,28.14862,-82.51454,FL,057,10702,America/New_York,4150727,medium
4151132,Citra,29.41192,-82.10982,FL,083,5732,America/New_York,4151132,medium
4151153,Citrus Hills,28.88831,-82.4326,FL,017,7470,America/New_York,4151153,medium
4151157,Citrus Park,28.07835,-82.56982,FL,057,24252,America/New_York,4151157,medium
4151162,Citrus Ridge,28.33385,-81.64232,FL,105,13285,America/New_York,4151162,medium
4151163,Citrus Springs,28.99748,-82.47065,FL,017,8622,America/New_York,4151163,medium
4151316,Clearwater,27.96585,-82.8001,FL,103,117292,America/New_York,4151316,major
4151352,Clermont,28.54944,-81.77285,FL,069,32390,America/New_York,4151352,large
4151366,Clewiston,26.75423,-80.93368,FL,051,7505,America/New_York,4151366,medium
4151440,Cocoa,28.38612,-80.742,FL,009,17711,America/New_York,4151440,medium
4151441,Cocoa Beach,28.32055,-80.60922,FL,009,11595,America/New_York,4151441,medium
4151455,Coconut Creek,26.25175,-80.17894,FL,011,59302,America/New_York,4151455,large
4151460,Coconut Grove,25.7126,-80.25699,FL,086,20076,America/New_York,4151460,medium
4151607,Combee Settlement,28.05835,-81.90536,FL,105,5577,America/New_York,4151607,medium
4151745,Conway,28.50278,-81.33062,FL,095,13467,America/New_York,4151745,medium
4151824,Cooper City,26.05731,-80.27172,FL,011,35364,America/New_York,4151824,large
4151871,Coral Gables,25.72149,-80.26838,FL,086,51117,America/New_York,4151871,large
4151909,Coral Springs,26.27119,-80.2706,FL,011,129485,America/New_York,4151909,major
4151921,Coral Terrace,25.74593,-80.3045,FL,086,24376,America/New_York,4151921,medium
4152064,Country Walk,25.63399,-80.43228,FL,086,15997,America/New_York,4152064,medium
4152093,Country Club,25.94815,-80.317,FL,086,47105,America/New_York,4152093,large
4152311,Crestview,30.76213,-86.57051,FL,091,23270,America/Chicago,4152311,medium
4152472,Crystal Lake,28.03558,-81.90841,FL,105,5514,America/New_York,4152472,medium
4152564,Cutler,25.6151,-80.31061,FL,086,18117,America/New_York,4152564,medium
4152574,Cutler Ridge,25.58066,-80.34672,FL,086,26831,America/New_York,4152574,large
4152628,Cypress Gardens,27.99391,-81.69008,FL,105,8917,America/New_York,4152628,medium
4152639,Cypress Lake,26.53813,-81.89925,FL,071,11846,America/New_York,4152639,medium
4152695,Dade City,28.36472,-82.19592,FL,101,6955,America/New_York,4152695,medium
4152772,Dania Beach,26.05231,-80.14393,FL,011,31446,America/New_York,4152772,large
4152820,Davie,26.06287,-80.2331,FL,011,100882,America/New_York,4152820,major
4152872,Daytona Beach,29.21081,-81.02283,FL,127,72647,America/New_York,4152872,large
4152888,DeFuniak Springs,30.72102,-86.11522,FL,131,5795,America/Chicago,4152888,medium
4152890,DeLand,29.02832,-81.30312,FL,127,30195,America/New_York,4152890,large
4152926,DeBary,28.88305,-81.30868,FL,127,19998,America/New_York,4152926,medium
4153071,Deerfield Beach,26.31841,-80.09977,FL,011,79768,America/New_York,4153071,large
4153132,Delray Beach,26.46146,-80.07282,FL,099,66255,America/New_York,4153132,large
4153146,Deltona,28.90054,-81.26367,FL,127,88474,America/New_York,4153146,large
4153188,Destin,30.39353,-86.49578,FL,091,13523,America/Chicago,4153188,medium
4153367,Doctor Phillips,28.44945,-81.49229,FL,095,10981,America/New_York,4153367,medium
4153471,Doral,25.81954,-80.35533,FL,086,75874,America/New_York,4153471,large
4153759,Dunedin,28.0199,-82.77323,FL,103,36164,America/New_York,4153759,large
4154008,East Lake,28.11085,-82.69482,FL,103,30962,America/New_York,4154008,large
4154023,East Milton,30.61519,-87.02163,FL,113,11074,America/Chicago,4154023,medium
4154031,East Naples,26.13842,-81.76648,FL,021,22951,America/New_York,4154031,medium
4154047,East Pensacola Heights,30.42881,-87.17997,FL,033,54104,America/Chicago,4154047,large
4154051,East Perrine,25.60872,-80.33894,FL,086,7156,America/New_York,4154051,medium
4154205,Edgewater,28.98888,-80.90228,FL,127,21566,America/New_York,4154205,medium
4154270,Eglin Village,30.46298,-86.5394,FL,091,7000,America/Chicago,4154270,medium
4154280,Egypt Lake-Leto,28.01769,-82.50619,FL,057,35282,America/New_York,4154280,large
4154336,Elfers,28.21668,-82.72232,FL,101,13986,America/New_York,4154336,medium
4154465,Englewood,26.96201,-82.3526,FL,115,14863,America/New_York,4154465,medium
4154489,Ensley,30.51881,-87.27275,FL,033,20602,America/Chicago,4154489,medium
4154568,Estero,26.43814,-81.80675,FL,071,30799,America/New_York,4154568,large
4154606,Eustis,28.85277,-81.68535,FL,069,19986,America/New_York,4154606,medium
4154769,Fairview Shores,28.59111,-81.39424,FL,095,10239,America/New_York,4154769,medium
4154972,Fellsmere,27.76781,-80.60144,FL,061,5514,America/New_York,4154972,medium
4155000,Fern Park,28.64916,-81.35118,FL,117,7704,America/New_York,4155000,medium
4155006,Fernandina Beach,30.66968,-81.46259,FL,089,12339,America/New_York,4155006,medium
4155017,Ferry Pass,30.5102,-87.21247,FL,033,28921,America/Chicago,4155017,large
4155430,Fish Hawk,27.85058,-82.21092,FL,057,14087,America/New_York,4155430,medium
4155529,Flagami,25.76232,-80.31616,FL,086,50834,America/New_York,4155529,large
4155594,Fleming Island,30.0933,-81.71898,FL,019,27126,America/New_York,4155594,large
4155623,Floral City,28.74999,-82.29676,FL,017,5217,America/New_York,4155623,medium
4155669,Florida City,25.44789,-80.47922,FL,086,13085,America/New_York,4155669,medium
4155726,Florida Ridge,27.58031,-80.38672,FL,061,18164,America/New_York,4155726,medium
4155824,Forest City,28.66678,-81.44334,FL,117,13854,America/New_York,4155824,medium
4155966,Fort Lauderdale,26.12231,-80.14338,FL,011,183146,America/New_York,4155966,major
4155988,Fort Meade,27.75225,-81.80175,FL,105,5975,America/New_York,4155988,medium
4155995,Fort Myers,26.62168,-81.84059,FL,071,74013,America/New_York,4155995,large
4155996,Fort Myers Beach,26.45271,-81.95011,FL,071,6983,America/New_York,4155996,medium
4156006,Fort Myers Shores,26.70924,-81.74592,FL,071,5487,America/New_York,4156006,medium
4156018,Fort Pierce,27.44671,-80.32561,FL,111,44484,America/New_York,4156018,large
