FAC,LOC,GPE,time,Latitude,Longitude,state_code,state_name,county_name,county_fips,city_name,city_id,population
,,Florida,2024-09-26 13:48:40+00:00,27.7567667,-81.4639835,FL,Florida,Polk,12105,Frostproof,4156326,3134
,,Florida,2024-09-26 13:47:33+00:00,27.7567667,-81.4639835,FL,Florida,Polk,12105,Frostproof,4156326,3134
,,Florida,2024-09-26 13:47:09+00:00,27.7567667,-81.4639835,FL,Florida,Polk,12105,Frostproof,4156326,3134
,,Florida,2024-09-26 13:47:07+00:00,27.7567667,-81.4639835,FL,Florida,Polk,12105,Frostproof,4156326,3134
,,"Florida, Tallahassee",2024-09-26 13:46:49+00:00,30.4380832,-84.2809332,FL,Florida,Leon,12073,Tallahassee,4174715,201731
,,Florida,2024-09-26 13:46:37+00:00,27.7567667,-81.4639835,FL,Florida,Polk,12105,Frostproof,4156326,3134
,,Florida,2024-09-26 14:59:56+00:00,27.7567667,-81.4639835,FL,Florida,Polk,12105,Frostproof,4156326,3134
,,Georgia,2024-09-26 14:59:54+00:00,32.3293809,-83.1137366,GA,Georgia,Dodge,13091,Chester,4187637,1568
,,"Georgia, Glynn County",2024-09-26 14:59:46+00:00,31.2171726,-81.5012681,GA,Georgia,Glynn,13127,Dock Junction,4191628,7721
,,"FLORIDA, Miami",2024-09-26 14:59:00+00:00,25.7741728,-80.19362,FL,Florida,Miami-Dade,12086,Miami,4164138,487014
,,"Florida, Georgia",2024-09-26 14:59:00+00:00,31.5876806291597,-82.57399616919007,GA,Georgia,Bacon,13005,Nicholls,4212770,3331
,,Florida,2024-09-26 14:58:49+00:00,27.7567667,-81.4639835,FL,Florida,Polk,12105,Frostproof,4156326,3134
Disney World,,"Florida, Orlando",2024-09-26 14:58:43+00:00,28.5230469,-81.46352687022508,FL,Florida,Orange,12095,Orlovista,4167176,6123
,,Tampa,2024-09-26 14:58:27+00:00,27.9477595,-82.458444,FL,Florida,Hillsborough,12057,Tampa,4174757,414547
,,Tallahassee,2024-09-26 14:58:13+00:00,30.4380832,-84.2809332,FL,Florida,Leon,12073,Tallahassee,4174715,201731
,,"FLORIDA, Miami FL",2024-09-26 14:57:39+00:00,25.925345469017422,-80.17658497638767,FL,Florida,Miami-Dade,12086,North Miami Beach,4166233,43971
,,Charleston,2024-09-26 14:57:32+00:00,32.7884363,-79.9399309,SC,South Carolina,Charleston,45019,Charleston,4574324,132609
,,florida,2024-09-26 14:57:27+00:00,27.7567667,-81.4639835,FL,Florida,Polk,12105,Frostproof,4156326,3134
,,Charlotte-Mecklenburg,2024-09-26 14:57:08+00:00,35.2272086,-80.8430827,NC,North Carolina,Mecklenburg,37119,Charlotte,4460243,911311
,,Florida,2024-09-26 14:57:03+00:00,27.7567667,-81.4639835,FL,Florida,Polk,12105,Frostproof,4156326,3134
,,Florida,2024-09-26 14:56:03+00:00,27.7567667,-81.4639835,FL,Florida,Polk,12105,Frostproof,4156326,3134
,,Florida,2024-09-26 14:55:52+00:00,27.7567667,-81.4639835,FL,Florida,Polk,12105,Frostproof,4156326,3134
,,Atlanta,2024-09-26 14:55:27+00:00,33.7489924,-84.3902644,GA,Georgia,Fulton,13121,Atlanta,4180439,510823
,,"Florida, Nashville",2024-09-26 14:55:21+00:00,28.53607075,-81.39924465,FL,Florida,Orange,12095,Orlando,4167147,334854
,,Florida,2024-09-26 14:55:21+00:00,27.7567667,-81.4639835,FL,Florida,Polk,12105,Frostproof,4156326,3134
,,Florida,2024-09-26 14:55:20+00:00,27.7567667,-81.4639835,FL,Florida,Polk,12105,Frostproof,4156326,3134
,,Florida,2024-09-26 14:55:17+00:00,27.7567667,-81.4639835,FL,Florida,Polk,12105,Frostproof,4156326,3134
,,Raleigh,2024-09-26 14:54:05+00:00,35.7803977,-78.6390989,NC,North Carolina,Wake,37183,Raleigh,4487042,482295
,,FL,2024-09-26 14:54:00+00:00,27.7567667,-81.4639835,FL,Florida,Polk,12105,Frostproof,4156326,3134
,,Georgia,2024-09-26 14:53:48+00:00,32.3293809,-83.1137366,GA,Georgia,Dodge,13091,Chester,4187637,1568
,,Florida,2024-09-26 14:53:41+00:00,27.7567667,-81.4639835,FL,Florida,Polk,12105,Frostproof,4156326,3134
,,Tampa,2024-09-26 14:53:39+00:00,27.9477595,-82.458444,FL,Florida,Hillsborough,12057,Tampa,4174757,414547
,,"FL, Pasco, Pasco County",2024-09-26 14:53:30+00:00,28.350227278309916,-82.20928688693893,FL,Florida,Pasco,12101,Dade City,4152695,6955
,,Florida,2024-09-26 14:53:29+00:00,27.7567667,-81.4639835,FL,Florida,Polk,12105,Frostproof,4156326,3134
,,"Florida, Tallahassee",2024-09-26 14:53:14+00:00,30.4380832,-84.2809332,FL,Florida,Leon,12073,Tallahassee,4174715,201731
,,"Atlanta, US",2024-09-26 14:52:58+00:00,33.7489924,-84.3902644,GA,Georgia,Fulton,13121,Atlanta,4180439,510823
,,Florida,2024-09-26 14:52:11+00:00,27.7567667,-81.4639835,FL,Florida,Polk,12105,Frostproof,4156326,3134
,,Florida,2024-09-26 14:51:55+00:00,27.7567667,-81.4639835,FL,Florida,Polk,12105,Frostproof,4156326,3134
,,Pensacola,2024-09-26 14:51:39+00:00,30.421309,-87.2169149,FL,Florida,Escambia,12033,Pensacola,4168228,53724
,,"Florida, US",2024-09-26 14:51:29+00:00,27.7567667,-81.4639835,FL,Florida,Polk,12105,Frostproof,4156326,3134
,,Florida,2024-09-26 14:51:19+00:00,27.7567667,-81.4639835,FL,Florida,Polk,12105,Frostproof,4156326,3134
,,Florida,2024-09-26 14:51:04+00:00,27.7567667,-81.4639835,FL,Florida,Polk,12105,Frostproof,4156326,3134
,,"ATL, Georgia",2024-09-26 14:51:00+00:00,33.63740085,-84.42981606522355,GA,Georgia,Clayton,13063,College Park,4188815,14601
,,Atlanta,2024-09-26 14:50:46+00:00,33.7489924,-84.3902644,GA,Georgia,Fulton,13121,Atlanta,4180439,510823
,,FL,2024-09-26 14:50:41+00:00,27.7567667,-81.4639835,FL,Florida,Polk,12105,Frostproof,4156326,3134
,,Mecklenburg County,2024-09-26 14:50:05+00:00,35.2356385,-80.8139485,NC,North Carolina,Mecklenburg,37119,Charlotte,4460243,911311
,,Florida,2024-09-26 14:49:31+00:00,27.7567667,-81.4639835,FL,Florida,Polk,12105,Frostproof,4156326,3134
,,Florida,2024-09-26 14:49:05+00:00,27.7567667,-81.4639835,FL,Florida,Polk,12105,Frostproof,4156326,3134
,,Florida,2024-09-26 14:48:56+00:00,27.7567667,-81.4639835,FL,Florida,Polk,12105,Frostproof,4156326,3134
,,Florida,2024-09-26 14:48:34+00:00,27.7567667,-81.4639835,FL,Florida,Polk,12105,Frostproof,4156326,3134
,,"Buncombe, Henderson",2024-09-26 14:48:03+00:00,35.31485510783134,-82.46491738991264,NC,North Carolina,Henderson,37089,Hendersonville,4470592,13814
,,Georgia,2024-09-26 15:59:18+00:00,32.3293809,-83.1137366,GA,Georgia,Dodge,13091,Chester,4187637,1568
,,"Florida, Tallahassee",2024-09-26 15:59:07+00:00,30.4380832,-84.2809332,FL,Florida,Leon,12073,Tallahassee,4174715,201731
,,"Georgia, North Carolina",2024-09-26 15:58:41+00:00,33.430570902421074,-82.05283656047531,GA,Georgia,Richmond,13245,Augusta,4180531,43459
,,Florida,2024-09-26 15:58:38+00:00,27.7567667,-81.4639835,FL,Florida,Polk,12105,Frostproof,4156326,3134
,,"Florida, North Carolina",2024-09-26 15:58:15+00:00,27.182985996902996,-80.25882866552377,FL,Florida,Martin,12085,Stuart,4174201,16462
,,Florida,2024-09-26 15:58:12+00:00,27.7567667,-81.4639835,FL,Florida,Polk,12105,Frostproof,4156326,3134
,,"FL, Matlacha",2024-09-26 15:57:31+00:00,26.63144,-82.07238065254238,FL,Florida,Lee,12071,Pine Island Center,4168493,1854
,,"Florida, Tallahassee",2024-09-26 15:56:43+00:00,30.4380832,-84.2809332,FL,Florida,Leon,12073,Tallahassee,4174715,201731
,,Florida,2024-09-26 15:56:27+00:00,27.7567667,-81.4639835,FL,Florida,Polk,12105,Frostproof,4156326,3134
,,Tallahassee,2024-09-26 15:56:23+00:00,30.4380832,-84.2809332,FL,Florida,Leon,12073,Tallahassee,4174715,201731
,,Florida,2024-09-26 15:55:53+00:00,27.7567667,-81.4639835,FL,Florida,Polk,12105,Frostproof,4156326,3134
,,Florida,2024-09-26 15:55:43+00:00,27.7567667,-81.4639835,FL,Florida,Polk,12105,Frostproof,4156326,3134
,,Florida,2024-09-26 15:55:38+00:00,27.7567667,-81.4639835,FL,Florida,Polk,12105,Frostproof,4156326,3134
,,Alabama,2024-09-26 15:55:15+00:00,33.2588817,-86.8295337,AL,Alabama,Shelby,01117,Alabaster,4829762,32707
,,Florida,2024-09-26 15:55:07+00:00,27.7567667,-81.4639835,FL,Florida,Polk,12105,Frostproof,4156326,3134
,,Tallahassee,2024-09-26 15:54:53+00:00,30.4380832,-84.2809332,FL,Florida,Leon,12073,Tallahassee,4174715,201731
,,"Georgia, Sandersville",2024-09-26 15:54:20+00:00,32.9832812,-82.8116031,GA,Georgia,Washington,13303,Sandersville,4221206,5752
,,"Greenville, South Carolina",2024-09-26 15:54:13+00:00,34.851354,-82.3984882,SC,South Carolina,Greenville,45045,Greenville,4580543,64579
,,"Florida, Georgia",2024-09-26 15:53:44+00:00,31.5876806291597,-82.57399616919007,GA,Georgia,Bacon,13005,Nicholls,4212770,3331
,,Florida,2024-09-26 15:53:40+00:00,27.7567667,-81.4639835,FL,Florida,Polk,12105,Frostproof,4156326,3134
,,"Florida, Tampa",2024-09-26 15:53:34+00:00,27.9477595,-82.458444,FL,Florida,Hillsborough,12057,Tampa,4174757,414547
,,FLORIDA,2024-09-26 15:53:33+00:00,27.7567667,-81.4639835,FL,Florida,Polk,12105,Frostproof,4156326,3134
,,"Tallahassee, the Big Bend",2024-09-26 15:53:07+00:00,30.40091345,-84.32551687793112,FL,Florida,Leon,12073,Tallahassee,4174715,201731
,,Burke County,2024-09-26 15:53:03+00:00,35.7270403,-81.6632108,NC,North Carolina,Burke,37023,Morganton,4480219,16692
,,Iredell County,2024-09-26 15:53:03+00:00,35.8101636,-80.8805593,NC,North Carolina,Iredell,37097,Statesville,4493316,26221
,,Florida,2024-09-26 15:52:59+00:00,27.7567667,-81.4639835,FL,Florida,Polk,12105,Frostproof,4156326,3134
,,Cobb County,2024-09-26 15:52:33+00:00,33.9373948,-84.5732006,GA,Georgia,Cobb,13067,Marietta,4207783,59067
,,Tallahassee,2024-09-26 15:52:24+00:00,30.4380832,-84.2809332,FL,Florida,Leon,12073,Tallahassee,4174715,201731
,,Florida,2024-09-26 15:52:17+00:00,27.7567667,-81.4639835,FL,Florida,Polk,12105,Frostproof,4156326,3134
,,Florida,2024-09-26 15:51:22+00:00,27.7567667,-81.4639835,FL,Florida,Polk,12105,Frostproof,4156326,3134
,,Macon,2024-09-26 15:51:18+00:00,32.8406946,-83.6324022,GA,Georgia,Bibb,13021,Macon,4207400,91351
,,"Florida, Georgia",2024-09-26 15:50:41+00:00,31.5876806291597,-82.57399616919007,GA,Georgia,Bacon,13005,Nicholls,4212770,3331
,,Apalachicola,2024-09-26 15:50:30+00:00,29.7255084,-84.9827725,FL,Florida,Franklin,12037,Apalachicola,4146148,2281
,,Florida,2024-09-26 15:50:13+00:00,27.7567667,-81.4639835,FL,Florida,Polk,12105,Frostproof,4156326,3134
,,Florida,2024-09-26 15:49:41+00:00,27.7567667,-81.4639835,FL,Florida,Polk,12105,Frostproof,4156326,3134
,,"Georgia, North Carolina",2024-09-26 15:48:59+00:00,33.430570902421074,-82.05283656047531,GA,Georgia,Richmond,13245,Augusta,4180531,43459
,,Florida,2024-09-26 15:48:56+00:00,27.7567667,-81.4639835,FL,Florida,Polk,12105,Frostproof,4156326,3134
,,FLORIDA,2024-09-26 15:48:34+00:00,27.7567667,-81.4639835,FL,Florida,Polk,12105,Frostproof,4156326,3134
,,memphis,2024-09-26 15:48:23+00:00,35.1460249,-90.0517638,TN,Tennessee,Shelby,47157,Memphis,4641239,633104
,,Florida,2024-09-26 15:48:17+00:00,27.7567667,-81.4639835,FL,Florida,Polk,12105,Frostproof,4156326,3134
,,Florida,2024-09-26 15:48:12+00:00,27.7567667,-81.4639835,FL,Florida,Polk,12105,Frostproof,4156326,3134
,,Florida,2024-09-26 15:48:04+00:00,27.7567667,-81.4639835,FL,Florida,Polk,12105,Frostproof,4156326,3134
,,Florida,2024-09-26 16:59:50+00:00,27.7567667,-81.4639835,FL,Florida,Polk,12105,Frostproof,4156326,3134
,,Florida,2024-09-26 16:59:34+00:00,27.7567667,-81.4639835,FL,Florida,Polk,12105,Frostproof,4156326,3134
,,Florida,2024-09-26 16:59:05+00:00,27.7567667,-81.4639835,FL,Florida,Polk,12105,Frostproof,4156326,3134
,,Florida,2024-09-26 16:58:42+00:00,27.7567667,-81.4639835,FL,Florida,Polk,12105,Frostproof,4156326,3134
,,"Florida, Tallahassee",2024-09-26 16:58:08+00:00,30.4380832,-84.2809332,FL,Florida,Leon,12073,Tallahassee,4174715,201731
,,"FL, Fl, Lanark Village",2024-09-26 16:58:05+00:00,29.8835413,-84.5957359,FL,Florida,Franklin,12037,Carrabelle,4150103,2729
,,Florida,2024-09-26 16:57:58+00:00,27.7567667,-81.4639835,FL,Florida,Polk,12105,Frostproof,4156326,3134
,,Florida,2024-09-26 16:57:43+00:00,27.7567667,-81.4639835,FL,Florida,Polk,12105,Frostproof,4156326,3134
,,Florida,2024-09-26 16:57:40+00:00,27.7567667,-81.4639835,FL,Florida,Polk,12105,Frostproof,4156326,3134
,,Florida,2024-09-26 16:57:40+00:00,27.7567667,-81.4639835,FL,Florida,Polk,12105,Frostproof,4156326,3134
Volusia Mall,,,2024-09-26 16:57:38+00:00,29.19688655,-81.0639177309148,FL,Florida,Volusia,12127,Daytona Beach,4152872,72647
,,Florida,2024-09-26 16:57:35+00:00,27.7567667,-81.4639835,FL,Florida,Polk,12105,Frostproof,4156326,3134
,,Florida,2024-09-26 16:57:26+00:00,27.7567667,-81.4639835,FL,Florida,Polk,12105,Frostproof,4156326,3134
,,Florida,2024-09-26 16:57:24+00:00,27.7567667,-81.4639835,FL,Florida,Polk,12105,Frostproof,4156326,3134
,,Florida,2024-09-26 16:57:18+00:00,27.7567667,-81.4639835,FL,Florida,Polk,12105,Frostproof,4156326,3134
,,Florida,2024-09-26 16:57:06+00:00,27.7567667,-81.4639835,FL,Florida,Polk,12105,Frostproof,4156326,3134
,,Florida,2024-09-26 16:56:58+00:00,27.7567667,-81.4639835,FL,Florida,Polk,12105,Frostproof,4156326,3134
,,"FL, Fl, Florida, The Sunshine State",2024-09-26 16:56:56+00:00,28.772727072773417,-81.95742904405053,FL,Florida,Sumter,12119,Hawthorne,4158257,1475
,,"asheville, georgia",2024-09-26 16:56:41+00:00,33.848303977309925,-84.49801028346222,GA,Georgia,Cobb,13067,Vinings,4228518,9734
,,Florida,2024-09-26 16:56:37+00:00,27.7567667,-81.4639835,FL,Florida,Polk,12105,Frostproof,4156326,3134
,,"FL Keys, Florida Keys",2024-09-26 16:56:29+00:00,27.852641,-82.486202,FL,Florida,Hillsborough,12057,Tampa,4174757,414547
,,Florida,2024-09-26 16:56:26+00:00,27.7567667,-81.4639835,FL,Florida,Polk,12105,Frostproof,4156326,3134
,,Florida,2024-09-26 16:56:19+00:00,27.7567667,-81.4639835,FL,Florida,Polk,12105,Frostproof,4156326,3134
,,Florida,2024-09-26 16:56:08+00:00,27.7567667,-81.4639835,FL,Florida,Polk,12105,Frostproof,4156326,3134
,,Florida,2024-09-26 16:55:48+00:00,27.7567667,-81.4639835,FL,Florida,Polk,12105,Frostproof,4156326,3134
,,Florida,2024-09-26 16:55:39+00:00,27.7567667,-81.4639835,FL,Florida,Polk,12105,Frostproof,4156326,3134
,,Florida,2024-09-26 16:55:33+00:00,27.7567667,-81.4639835,FL,Florida,Polk,12105,Frostproof,4156326,3134
,,Florida,2024-09-26 16:55:32+00:00,27.7567667,-81.4639835,FL,Florida,Polk,12105,Frostproof,4156326,3134
,,Florida,2024-09-26 16:55:18+00:00,27.7567667,-81.4639835,FL,Florida,Polk,12105,Frostproof,4156326,3134
,,Florida,2024-09-26 16:54:56+00:00,27.7567667,-81.4639835,FL,Florida,Polk,12105,Frostproof,4156326,3134
,,Tampa,2024-09-26 16:54:53+00:00,27.9477595,-82.458444,FL,Florida,Hillsborough,12057,Tampa,4174757,414547
,,Florida,2024-09-26 16:54:52+00:00,27.7567667,-81.4639835,FL,Florida,Polk,12105,Frostproof,4156326,3134
,,Florida,2024-09-26 16:54:06+00:00,27.7567667,-81.4639835,FL,Florida,Polk,12105,Frostproof,4156326,3134
,,"Florida, Marco Island",2024-09-26 16:53:13+00:00,25.9372513,-81.71573,FL,Florida,Collier,12021,Marco Island,4163388,17690
,,Florida,2024-09-26 16:52:40+00:00,27.7567667,-81.4639835,FL,Florida,Polk,12105,Frostproof,4156326,3134
,,Florida,2024-09-26 16:52:37+00:00,27.7567667,-81.4639835,FL,Florida,Polk,12105,Frostproof,4156326,3134
,,Georgia,2024-09-26 16:52:13+00:00,32.3293809,-83.1137366,GA,Georgia,Dodge,13091,Chester,4187637,1568
,,"Crawfordville, Florida",2024-09-26 16:52:12+00:00,30.1760358,-84.3751778,FL,Florida,Wakulla,12129,Crawfordville,4152267,3702
,,"Asheville, NC",2024-09-26 16:52:05+00:00,35.595363,-82.5508407,NC,North Carolina,Buncombe,37021,Asheville,4453066,95056
,,FL,2024-09-26 16:50:39+00:00,27.7567667,-81.4639835,FL,Florida,Polk,12105,Frostproof,4156326,3134
,,"GA, Liberty County",2024-09-26 16:50:27+00:00,31.8031632,-81.483441,GA,Georgia,Liberty,13179,Midway,4209132,2007
,,"Myrtle Beach, SC",2024-09-26 16:50:07+00:00,33.6956461,-78.8900409,SC,South Carolina,Horry,45051,Myrtle Beach,4588718,31035
,,Florida,2024-09-26 16:50:05+00:00,27.7567667,-81.4639835,FL,Florida,Polk,12105,Frostproof,4156326,3134
,,"Florida, USA",2024-09-26 16:50:02+00:00,27.7567667,-81.4639835,FL,Florida,Polk,12105,Frostproof,4156326,3134
,,Florida,2024-09-26 16:50:00+00:00,27.7567667,-81.4639835,FL,Florida,Polk,12105,Frostproof,4156326,3134
,,Florida,2024-09-26 16:49:50+00:00,27.7567667,-81.4639835,FL,Florida,Polk,12105,Frostproof,4156326,3134
,,"Florida, Tallahassee",2024-09-26 16:49:24+00:00,30.4380832,-84.2809332,FL,Florida,Leon,12073,Tallahassee,4174715,201731
,,"Florida, Tallahassee",2024-09-26 16:49:18+00:00,30.4380832,-84.2809332,FL,Florida,Leon,12073,Tallahassee,4174715,201731
,,Florida,2024-09-26 17:59:43+00:00,27.7567667,-81.4639835,FL,Florida,Polk,12105,Frostproof,4156326,3134
,,Florida,2024-09-26 17:59:39+00:00,27.7567667,-81.4639835,FL,Florida,Polk,12105,Frostproof,4156326,3134
,,"GA, SC",2024-09-26 17:59:30+00:00,33.68861,-84.27504786838422,GA,Georgia,DeKalb,13089,Panthersville,4214693,9749
,,Florida,2024-09-26 17:59:02+00:00,27.7567667,-81.4639835,FL,Florida,Polk,12105,Frostproof,4156326,3134
,,Tampa,2024-09-26 17:59:00+00:00,27.9477595,-82.458444,FL,Florida,Hillsborough,12057,Tampa,4174757,414547
,,"Cook County, Georgia",2024-09-26 17:58:36+00:00,31.1455115,-83.4331569,GA,Georgia,Cook,13075,Adel,4179193,5316
,,Florida,2024-09-26 17:58:06+00:00,27.7567667,-81.4639835,FL,Florida,Polk,12105,Frostproof,4156326,3134
,,Florida,2024-09-26 17:57:28+00:00,27.7567667,-81.4639835,FL,Florida,Polk,12105,Frostproof,4156326,3134
,,Florida,2024-09-26 17:57:17+00:00,27.7567667,-81.4639835,FL,Florida,Polk,12105,Frostproof,4156326,3134
,,Florida,2024-09-26 17:57:00+00:00,27.7567667,-81.4639835,FL,Florida,Polk,12105,Frostproof,4156326,3134
,,"Apalachicola, Florida",2024-09-26 17:56:30+00:00,29.7255084,-84.9827725,FL,Florida,Franklin,12037,Apalachicola,4146148,2281
,,"., FL",2024-09-26 17:56:05+00:00,27.7567667,-81.4639835,FL,Florida,Polk,12105,Frostproof,4156326,3134
,,Florida,2024-09-26 17:55:59+00:00,27.7567667,-81.4639835,FL,Florida,Polk,12105,Frostproof,4156326,3134
,,FLORIDA,2024-09-26 17:55:14+00:00,27.7567667,-81.4639835,FL,Florida,Polk,12105,Frostproof,4156326,3134
,,Florida,2024-09-26 17:55:07+00:00,27.7567667,-81.4639835,FL,Florida,Polk,12105,Frostproof,4156326,3134
,,Volusia County,2024-09-26 17:54:48+00:00,29.0533409,-81.1310761,FL,Florida,Volusia,12127,Samsula-Spruce Creek,7260093,5047
,,Florida,2024-09-26 17:54:31+00:00,27.7567667,-81.4639835,FL,Florida,Polk,12105,Frostproof,4156326,3134
,,Florida,2024-09-26 17:54:30+00:00,27.7567667,-81.4639835,FL,Florida,Polk,12105,Frostproof,4156326,3134
,,Florida,2024-09-26 17:54:19+00:00,27.7567667,-81.4639835,FL,Florida,Polk,12105,Frostproof,4156326,3134
,,"Florida, Tallahassee",2024-09-26 17:54:04+00:00,30.4380832,-84.2809332,FL,Florida,Leon,12073,Tallahassee,4174715,201731
,,Florida,2024-09-26 17:53:47+00:00,27.7567667,-81.4639835,FL,Florida,Polk,12105,Frostproof,4156326,3134
,,"Apalachicola, Florida, florida",2024-09-26 17:53:31+00:00,29.7255084,-84.9827725,FL,Florida,Franklin,12037,Apalachicola,4146148,2281
,,"Manatee, Sarasota",2024-09-26 17:53:00+00:00,27.3703215,-82.5182288299657,FL,Florida,Sarasota,12115,North Sarasota,4166298,6982
,,"FLORIDA, Miami FL",2024-09-26 17:52:23+00:00,25.925345469017422,-80.17658497638767,FL,Florida,Miami-Dade,12086,North Miami Beach,4166233,43971
,,North Sarasota,2024-09-26 17:52:15+00:00,27.3703215,-82.5182288299657,FL,Florida,Sarasota,12115,North Sarasota,4166298,6982
,,St. Pete Beach,2024-09-26 17:51:28+00:00,27.7253065,-82.741212,FL,Florida,Pinellas,12103,Saint Pete Beach,4171522,9346
,,"Sarasota, florida",2024-09-26 17:51:15+00:00,27.3365805,-82.5308545,FL,Florida,Sarasota,12115,Sarasota,4172131,55118
,,Florida,2024-09-26 17:51:14+00:00,27.7567667,-81.4639835,FL,Florida,Polk,12105,Frostproof,4156326,3134
,,Florida,2024-09-26 17:50:41+00:00,27.7567667,-81.4639835,FL,Florida,Polk,12105,Frostproof,4156326,3134
,,Florida,2024-09-26 17:50:32+00:00,27.7567667,-81.4639835,FL,Florida,Polk,12105,Frostproof,4156326,3134
,,Florida,2024-09-26 17:50:04+00:00,27.7567667,-81.4639835,FL,Florida,Polk,12105,Frostproof,4156326,3134
,,Florida,2024-09-26 18:29:14+00:00,27.7567667,-81.4639835,FL,Florida,Polk,12105,Frostproof,4156326,3134
,,Florida,2024-09-26 18:29:03+00:00,27.7567667,-81.4639835,FL,Florida,Polk,12105,Frostproof,4156326,3134
,,Georgia,2024-09-26 18:28:21+00:00,32.3293809,-83.1137366,GA,Georgia,Dodge,13091,Chester,4187637,1568
,,Florida,2024-09-26 18:27:14+00:00,27.7567667,-81.4639835,FL,Florida,Polk,12105,Frostproof,4156326,3134
,,Florida,2024-09-26 18:27:02+00:00,27.7567667,-81.4639835,FL,Florida,Polk,12105,Frostproof,4156326,3134
,,Florida,2024-09-26 18:27:02+00:00,27.7567667,-81.4639835,FL,Florida,Polk,12105,Frostproof,4156326,3134
,,Florida,2024-09-26 18:27:01+00:00,27.7567667,-81.4639835,FL,Florida,Polk,12105,Frostproof,4156326,3134
,,"Miami, Surfside",2024-09-26 18:26:44+00:00,25.8784285,-80.1256007,FL,Florida,Miami-Dade,12086,Surfside,4174518,6024
,,Florida,2024-09-26 18:26:05+00:00,27.7567667,-81.4639835,FL,Florida,Polk,12105,Frostproof,4156326,3134
,,"Alligator Point, Florida",2024-09-26 18:25:52+00:00,30.491689566176216,-86.43731697241648,FL,Florida,Okaloosa,12091,Niceville,4165995,14714
,,Georgia,2024-09-26 18:25:06+00:00,32.3293809,-83.1137366,GA,Georgia,Dodge,13091,Chester,4187637,1568
,,Florida,2024-09-26 18:25:03+00:00,27.7567667,-81.4639835,FL,Florida,Polk,12105,Frostproof,4156326,3134
,,Port Richey,2024-09-26 18:24:28+00:00,28.2716755,-82.7195451,FL,Florida,Pasco,12101,Port Richey,4169160,2761
,,Florida,2024-09-26 18:23:56+00:00,27.7567667,-81.4639835,FL,Florida,Polk,12105,Frostproof,4156326,3134
,,"Bradenton, Florida",2024-09-26 18:23:04+00:00,27.4989278,-82.5748194,FL,Florida,Manatee,12081,Bradenton,4148708,54437
,,Georgia,2024-09-26 18:22:51+00:00,32.3293809,-83.1137366,GA,Georgia,Dodge,13091,Chester,4187637,1568
,,Florida,2024-09-26 18:22:47+00:00,27.7567667,-81.4639835,FL,Florida,Polk,12105,Frostproof,4156326,3134
,,Atlanta,2024-09-26 18:22:47+00:00,33.7489924,-84.3902644,GA,Georgia,Fulton,13121,Atlanta,4180439,510823
,,"Alabama, Atlanta",2024-09-26 18:22:36+00:00,33.75254526760108,-84.39013863269992,GA,Georgia,Fulton,13121,Atlanta,4180439,510823
,,Florida,2024-09-26 18:22:13+00:00,27.7567667,-81.4639835,FL,Florida,Polk,12105,Frostproof,4156326,3134
,,Florida,2024-09-26 18:21:46+00:00,27.7567667,-81.4639835,FL,Florida,Polk,12105,Frostproof,4156326,3134
the Don CeSar,,St. Pete Beach,2024-09-26 18:21:42+00:00,27.7092705,-82.7372768952381,FL,Florida,Pinellas,12103,Saint Pete Beach,4171522,9346
,,"FLORIDA, Miami FL",2024-09-26 18:21:06+00:00,25.925345469017422,-80.17658497638767,FL,Florida,Miami-Dade,12086,North Miami Beach,4166233,43971
,,Florida,2024-09-26 18:20:27+00:00,27.7567667,-81.4639835,FL,Florida,Polk,12105,Frostproof,4156326,3134
,,Macon,2024-09-26 18:20:07+00:00,32.8406946,-83.6324022,GA,Georgia,Bibb,13021,Macon,4207400,91351
,,Asheville,2024-09-26 18:19:55+00:00,35.595363,-82.5508407,NC,North Carolina,Buncombe,37021,Asheville,4453066,95056
,,Florida,2024-09-26 18:19:38+00:00,27.7567667,-81.4639835,FL,Florida,Polk,12105,Frostproof,4156326,3134
,,"Florida, Miami-Dade County",2024-09-26 18:59:30+00:00,25.6364246,-80.4989467,FL,Florida,Miami-Dade,12086,The Hammocks,4175117,51003
,,Florida,2024-09-26 18:59:20+00:00,27.7567667,-81.4639835,FL,Florida,Polk,12105,Frostproof,4156326,3134
,,Tallahassee,2024-09-26 18:59:14+00:00,30.4380832,-84.2809332,FL,Florida,Leon,12073,Tallahassee,4174715,201731
,,FL,2024-09-26 18:59:12+00:00,27.7567667,-81.4639835,FL,Florida,Polk,12105,Frostproof,4156326,3134
,,Florida,2024-09-26 18:59:05+00:00,27.7567667,-81.4639835,FL,Florida,Polk,12105,Frostproof,4156326,3134
,,"Apalachicola, FL",2024-09-26 18:58:42+00:00,29.7255084,-84.9827725,FL,Florida,Franklin,12037,Apalachicola,4146148,2281
,,Tampa,2024-09-26 18:58:41+00:00,27.9477595,-82.458444,FL,Florida,Hillsborough,12057,Tampa,4174757,414547
,,Florida,2024-09-26 18:58:37+00:00,27.7567667,-81.4639835,FL,Florida,Polk,12105,Frostproof,4156326,3134
,,Florida,2024-09-26 18:58:33+00:00,27.7567667,-81.4639835,FL,Florida,Polk,12105,Frostproof,4156326,3134
,,Florida,2024-09-26 18:58:26+00:00,27.7567667,-81.4639835,FL,Florida,Polk,12105,Frostproof,4156326,3134
